Date,User,Rig #,File,Ephys,Trans,Morph,Pilot,Pilot Details,cell type,Slice on rig time,Time,Time to Entire-Cell,Region,Layer,Depth (um),Slice (Lims ID?),Slice health,Slice notes,"Location (x,y coordinates?)",extraction pressure applied (mbar),retraction pressure applied (mbar),Post patch?,Post patch pipette R,Nucleus sucked in?,Volume (uL),Notes,Time spent extracting cytosol,Time spent retracting pipette,patch duration,Ephys protocol,Rheobase,Pipette size (MOhm),Vm,Breakin Ra,Ephys notes,aCSF date,Internal version,Takara RNAse inhibitor,Biocytin,Tube_ID,Well ID #,Lims tube id,Lims tube id,Smarter_ID,Picogreen conc. (pg/uL),Picogreen yield (pg),BA total conc. (pg/uL),BA total yield (pg),BA conc. <400 (pg/uL),BA conc. >400 (pg/uL),Ratio >400/total,SM_QC,PCR cycles,>400 normalized to 21 pcr cycles,SM_QC_PF,Batch,Resolution index,Cluster,Res index pctl.,Total reads,mRNA reads,%mRNA,Genes detected,Biocytin Well,Barcode,Atlas Region,distance to edge,Plate,20x status,20x LIMS link,63x go no go,63x QC,Confidence,Bad dates,Notes,
170104,P2,7,Gad2-IRES-Cre;Ai14-292660.06.02.01,x,x,n,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,13:36,14:03,1.58333333,dLGN,,41.2,Gad2-IRES-Cre;Ai14-292660.06.02,2,,most medial,-80,,Outside-Out,,,1,Fluorescence in Pipette,2.1,,12.5666667,,20,4.8,-70,19,,170103,AiV2,1.0 [concentrated stock],0.5,53,EPhys_170103_02_A03_M,P2S4_170104_053_A01,P2S4_170104_053_A01,PSM010917.11,,,247.1,,86,161,0.65,salvage,18,1288,pass,,,,,,,,,BIOCYTIN_170110_02_A03,500329659,MGd,114,85,qc,http://lims2/focal_plane_image_series?id=564353592,,,,x,,
170104,P2,7,Gad2-IRES-Cre;Ai14-292660.06.02.02,x,x,q,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,13:36,14:33,3.06666667,LGN,,49,Gad2-IRES-Cre;Ai14-292660.06.02,2,,lateral to first cell,-80,,Nucleated,,,1,Fluorescence in Pipette,2.1,,12.45,,10,4.7,-56,13,,170103,AiV2,1.0 [concentrated stock],0.5,54,,P2S4_170104_054_A01,P2S4_170104_054_A01,PSM010917.12,,,291,,77,214,0.74,salvage,18,1712,pass,,,,,,,,,BIOCYTIN_170110_02_A03,500329659,MGv,473,85,qc,http://lims2/focal_plane_image_series?id=564353592,,,,x,,
170104,P2,7,Gad2-IRES-Cre;Ai14-292660.08.02.01,x,x,y,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,15:06,15:26,1.46666667,dLGN,,56.7,Gad2-IRES-Cre;Ai14-292660.08.02,3,,most medial,-80,,Outside-Out,,,1,Cell Dimmed,2.11666667,,12.9666667,,30,5.2,-61,10,Rheobase Changed,170103,AiV2,1.0 [concentrated stock],0.5,55,EPhys_170103_02_A05_M,P2S4_170104_055_A01,P2S4_170104_055_A01,PSM010917.13,,,1967.5,,263,1704,0.87,salvage,18,13632,pass,,,,,,,,,BIOCYTIN_170110_02_A05,500315078,LP,266,76,qc,http://lims2/focal_plane_image_series?id=564353657,,,,x,,
170104,P2,7,Gad2-IRES-Cre;Ai14-292660.08.02.02,x,x,n,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,15:06,15:57,1.13333333,dLGN,,20,Gad2-IRES-Cre;Ai14-292660.08.02,3,,lateral to first cell,-80,,Nucleated,,,1,Fluorescence in Pipette,2.13333333,,13.1333333,,50,5.1,-52,19,Patch/Cell Unstable,170103,AiV2,1.0 [concentrated stock],0.5,56,,P2S4_170104_056_A01,P2S4_170104_056_A01,PSM010917.14,,,785.6,,236,550,0.7,salvage,18,4400,pass,,,,,,,,,BIOCYTIN_170110_02_A05,500315078,LGd,459,76,qc,http://lims2/focal_plane_image_series?id=564353657,,,,x,,
170104,P0,7,pipette in tissue control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,NA,P0S4_170104_057_A01,P0S4_170104_057_A01,PSM010917.15,,,345.7,,102,244,0.7,CNT,18,1952,cnt,,,,,,,,,,,,,,,,,,,x,,
170104,P0,7,aCSF (bath) control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,P0S4_170104_058_A01,P0S4_170104_058_A01,PSM010917.16,,,31.2,,7,25,0.79,CNT,18,200,cnt,,,,,,,,,,,,,,,,,,,x,,
170104,P0,,cortical tissue control,,,,,,,,11:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996,,P0S4_170104_996_A01,P0S4_170104_996_A01,PSM010917.17,,,240.9,,8,233,0.97,CNT,18,1864,cnt,,,,,,,,,,,,,,,,,,,x,,
170104,P0,,cortical tissue control,,,,,,,,16:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997,,P0S4_170104_997_A01,P0S4_170104_997_A01,PSM010917.18,,,229.7,,0,230,1,CNT,18,1840,cnt,,,,,,,,,,,,,,,,,,,x,,
170104,P0,,internal control,,,,,,,,16:25,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2,1.0 [concentrated stock],0.5,998,,P0S4_170104_998_A01,P0S4_170104_998_A01,PSM010917.19,,,549.9,,102,448,0.82,CNT,18,3584,cnt,,,,,,,,,,,,,,,,,,,x,,
170104,P0,,aCSF (slice carousel) control,,,,,,,,16:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,P0S4_170104_999_A01,P0S4_170104_999_A01,PSM010917.20,,,281.3,,224,57,0.2,CNT,18,456,cnt,,,,,,,,,,,,,,,,,,,x,,
170105,P1,5,Gad2-IRES-Cre;Ai14-292659.06.01.01,?,,n,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,10:50,11:04,0.783333333,dLGN,,53.6,Gad2-IRES-Cre;Ai14-292659.06.01,3,,most medial,82,,Outside-Out,,,1,Fluorescence in Pipette,2.366666667,,12.2,,20,5.5,-60,12,,170104,AiV2,1.0 [concentrated stock],0.5,1,EPhys_170103_02_A06_M,P1S4_170105_001_A01,P1S4_170105_001_A01,PSM010917.21,,,28.1,,1,27,0.97,fail,18,216,fail,,,,,,,,,BIOCYTIN_170110_02_A06,500315568,MGd,175,85,qc,http://lims2/focal_plane_image_series?id=564353689,,,,x,,
170105,P1,5,Gad2-IRES-Cre;Ai14-292659.06.01.02,?,,q,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,10:50,11:35,0.516666667,dLGN,,33.1,Gad2-IRES-Cre;Ai14-292659.06.01,3,,more lateral,81,,Outside-Out,,,1,Cell Dimmed,2.3,,12.5,,20,5.3,-60,11,,170104,AiV2,1.0 [concentrated stock],0.5,2,,P1S4_170105_002_A01,P1S4_170105_002_A01,PSM010917.22,,,151,,44,107,0.71,fail,18,856,fail,,,,,,,,,BIOCYTIN_170110_02_A06,500315568,MGv,171,85,qc,http://lims2/focal_plane_image_series?id=564353689,,,,x,,
170105,P1,5,Gad2-IRES-Cre;Ai14-292659.06.01.03,x,x,n,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,10:50,11:56,0.683333333,dLGN,,40.3,Gad2-IRES-Cre;Ai14-292659.06.01,3,,most lateral,82,,Partial-Nucleus,,,1,Cell Dimmed,2.3,,12.71666667,,20,4.7,-42,11,,170104,AiV2,1.0 [concentrated stock],0.5,3,,P1S4_170105_003_A01,P1S4_170105_003_A01,PSM010917.23,,,202.3,,35,167,0.83,pass,18,1336,pass,,,,,,,,,BIOCYTIN_170110_02_A06,500315568,MGv,178,85,qc,http://lims2/focal_plane_image_series?id=564353689,,,,x,,
170105,P1,5,Gad2-IRES-Cre;Ai14-292659.07.01.01,x,x,q,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,13:41,14:03,1.033333333,dLGN,,53,Gad2-IRES-Cre;Ai14-292659.07.01,4,,most medial,81,,Partial-Nucleus,,,1,Cell Dimmed,2.283333333,,12.36666667,,50,5,-44,8,,170104,AiV2,1.0 [concentrated stock],0.5,4,EPhys_170103_02_B02_M,P1S4_170105_004_A01,P1S4_170105_004_A01,PSM010917.24,,,269.7,,90,179,0.67,salvage,18,1432,pass,,,,,,,,,BIOCYTIN_170110_02_B02,500315560,LGd,47,78,qc,http://lims2/focal_plane_image_series?id=564353955,,,,x,,
170105,P1,5,Gad2-IRES-Cre;Ai14-292659.07.01.02,?,x,n,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,13:41,14:23,1.1,dLGN,,47.1,Gad2-IRES-Cre;Ai14-292659.07.01,4,,more lateral,80,,Outside-Out,,,1,"Fluorescence in Pipette,Cell Dimmed",2.366666667,,12.15,,10,4.5,-60,9,,170104,AiV2,1.0 [concentrated stock],0.5,5,,P1S4_170105_005_A01,P1S4_170105_005_A01,PSM010917.25,,,280.3,,161,120,0.43,salvage,18,960,pass,,,,,,,,,BIOCYTIN_170110_02_B02,500315560,LGd,51,78,qc,http://lims2/focal_plane_image_series?id=564353955,,,,x,,
170105,P1,5,Gad2-IRES-Cre;Ai14-292659.07.01.03,?,x,q,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,13:41,14:44,1.083333333,dLGN,,53.9,Gad2-IRES-Cre;Ai14-292659.07.01,4,,more lateral,82,,Outside-Out,,,1,"Fluorescence in Pipette,Cell Dimmed",2.3,,12.68333333,,30,5.2,-60,13,,170104,AiV2,1.0 [concentrated stock],0.5,6,,P1S4_170105_006_A01,P1S4_170105_006_A01,PSM010917.26,,,238.9,,71,168,0.7,pass,18,1344,pass,,,,,,,,,BIOCYTIN_170110_02_B02,500315560,LGd,253,78,qc,http://lims2/focal_plane_image_series?id=564353955,,,,x,,
170105,P1,5,Gad2-IRES-Cre;Ai14-292659.07.01.04,x,x,n,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,13:41,15:21,0.966666667,dLGN,,33.1,Gad2-IRES-Cre;Ai14-292659.07.01,3,,most lateral,80,,Outside-Out,,,1,"Fluorescence in Pipette,Cell Dimmed",2.3,,11.81666667,,40,6.1,-42,10,,170104,AiV2,1.0 [concentrated stock],0.5,7,,P1S4_170105_007_A01,P1S4_170105_007_A01,PSM010917.27,,,210.5,,84,127,0.6,salvage,18,1016,pass,,,,,,,,,BIOCYTIN_170110_02_B02,500315560,LGd,83,78,qc,http://lims2/focal_plane_image_series?id=564353955,,,,x,,
170105,P0,5,pipette in tissue control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2,1.0 [concentrated stock],0.5,8,NA,P0S4_170105_008_A01,P0S4_170105_008_A01,PSM010917.28,,,127.3,,43,85,0.66,CNT,18,680,cnt,,,,,,,,,,,,,,,,,,,x,,
170105,P0,5,aCSF (bath) control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,P0S4_170105_009_A01,P0S4_170105_009_A01,PSM010917.29,,,345.7,,284,62,0.18,CNT,18,496,cnt,,,,,,,,,,,,,,,,,,,x,,
170105,P2,7,Gad2-IRES-Cre;Ai14-292659.06.02.01,x,x,n,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,11:12,11:49,1.23333333,dLGN,,28.6,Gad2-IRES-Cre;Ai14-292659.06.02,1,,most medial,-80,,Outside-Out,,,1,Cell Dimmed,2.11666667,,12.2666667,,30,4.5,-66,20,,170105,AiV2,1.0 [concentrated stock],0.5,51,EPhys_170103_02_B01_M,P2S4_170105_051_A01,P2S4_170105_051_A01,PSM010917.30,,,337.2,,88,250,0.74,pass,18,2000,pass,,,,,,,,,BIOCYTIN_170110_02_B01,500315564,LGd,111,79,qc,http://lims2/focal_plane_image_series?id=564353771,,,,x,,
170105,P2,7,Gad2-IRES-Cre;Ai14-292659.06.02.02,?,x,q,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,11:12,12:20,1.78333333,dLGN,,29.7,Gad2-IRES-Cre;Ai14-292659.06.02,1,,lateral to first cell,-80,,No-Seal,,,1,Cell Dimmed,2.46666667,,12.7,,10,4.6,-60,18.5,,170105,AiV2,1.0 [concentrated stock],0.5,52,,P2S4_170105_052_A01,P2S4_170105_052_A01,PSM010917.31,,,457,,130,327,0.72,salvage,18,2616,pass,,,,,,,,,BIOCYTIN_170110_02_B01,500315564,LGd,244,79,qc,http://lims2/focal_plane_image_series?id=564353771,,,,x,,
170105,P2,7,Gad2-IRES-Cre;Ai14-292659.07.02.01,x,x,q,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,13:27,13:49,0.98333333,dLGN,,32,Gad2-IRES-Cre;Ai14-292659.07.02,3,,most medial,-80,,Outside-Out,,,1,"Fluorescence in Pipette,Cell Dimmed",2.11666667,,12.45,,10,5.2,-52,15.5,,170104,AiV2,1.0 [concentrated stock],0.5,53,EPhys_170103_02_B03_M,P2S4_170105_053_A01,P2S4_170105_053_A01,PSM010917.32,,,331.6,,116,216,0.65,salvage,18,1728,pass,,,,,,,,,BIOCYTIN_170110_02_B03,500315556,LGd,198,77,qc,http://lims2/focal_plane_image_series?id=564353995,63x go,image_qc_passed,,x,,
170105,P2,7,Gad2-IRES-Cre;Ai14-292659.07.02.02,x,x,q,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,13:27,14:19,1.6,dLGN,,51.8,Gad2-IRES-Cre;Ai14-292659.07.02,3,,lateral to first cell,-80,,Nucleated,,,1,"Fluorescence in Pipette,Cell Dimmed",2.18333333,,12.0333333,,10,4.8,-63,16,Rheobase Changed,170104,AiV2,1.0 [concentrated stock],0.5,54,,P2S4_170105_054_A01,P2S4_170105_054_A01,PSM010917.33,,,602.4,,164,439,0.73,salvage,18,3512,pass,,,,,,,,,BIOCYTIN_170110_02_B03,500315556,LGd,319,77,qc,http://lims2/focal_plane_image_series?id=564353995,,,,x,,
170105,P2,7,Gad2-IRES-Cre;Ai14-292659.07.02.03,x,x,q,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,13:27,14:47,1.38333333,LGN,,33,Gad2-IRES-Cre;Ai14-292659.07.02,2,,more lateral,-80,,Nucleated,,,1,"Fluorescence in Pipette,Cell Dimmed",2.23333333,,11.9833333,,20,4.8,-60,22,,170104,AiV2,1.0 [concentrated stock],0.5,55,,P2S4_170105_055_A01,P2S4_170105_055_A01,PSM010917.34,,,612.3,,147,465,0.76,salvage,18,3720,pass,,,,,,,,,BIOCYTIN_170110_02_B03,500315556,LGd,385,77,qc,http://lims2/focal_plane_image_series?id=564353995,,,,x,,
170105,P2,7,Gad2-IRES-Cre;Ai14-292659.07.02.04,x,x,q,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,13:27,15:22,1.48333333,dLGN,,41.1,Gad2-IRES-Cre;Ai14-292659.07.02,2,,most lateral,-80,,Outside-Out,,,1,Cell Dimmed,2.2,,12.55,,20,4.4,-61,15.5,,170104,AiV2,1.0 [concentrated stock],0.5,56,,P2S4_170105_056_A01,P2S4_170105_056_A01,PSM010917.35,,,610.1,,239,371,0.61,salvage,18,2968,pass,,,,,,,,,BIOCYTIN_170110_02_B03,500315556,LGd,424,77,qc,http://lims2/focal_plane_image_series?id=564353995,,,,x,,
170105,P0,7,pipette in tissue control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2,1.0 [concentrated stock],0.5,57,NA,P0S4_170105_057_A01,P0S4_170105_057_A01,PSM010917.36,,,955.2,,291,665,0.7,CNT,18,5320,cnt,,,,,,,,,,,,,,,,,,,x,,
170105,P0,7,aCSF (bath) control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,P0S4_170105_058_A01,P0S4_170105_058_A01,PSM010917.37,,,18.7,,4,15,0.8,CNT,18,120,cnt,,,,,,,,,,,,,,,,,,,x,,
170105,P6,6, Gad2-IRES-Cre;Ai14-292659.04.02.01,x,,z,Other,,tdt+,13:09,13:21,1.4,V1,,43.5,Gad2-IRES-Cre;Ai14-292659.04.02,3,,"by narrow string, layer 4",-80,,No-Seal,,,1,Fluorescence in Pipette,2.15,,12.0166667,,170,7,-74,9.4,Training/Practice,170104,AiV2,1.0 [concentrated stock],0.5,251,EPhys_170103_02_B04_M,P6S4_170105_251_A01,P6S4_170105_251_A01,PSM010917.38,,,520.6,,377,144,0.28,fail,18,1152,fail,,,,,,,,,,,,,,,,,,,x,,
170105,P6,6, Gad2-IRES-Cre;Ai14-292659.04.02.02,x,,z,Other,,tdt+,13:09,14:08,1.03333333,V1,,39.9,Gad2-IRES-Cre;Ai14-292659.04.02,2,,"lateral, dorsal to last cell",-80,,No-Seal,,,1,Fluorescence in Pipette,1.88333333,,12.0833333,,150,3.9,-73,10,"Cell Depolarized,Rheobase Changed,Training/Practice",170104,AiV2,1.0 [concentrated stock],0.5,252,,P6S4_170105_252_A01,P6S4_170105_252_A01,PSM010917.39,,,12.5,,8,4,0.34,fail,18,32,fail,,,,,,,,,,,,,,,,,,,x,,
170105,P6,6, Gad2-IRES-Cre;Ai14-292659.04.02.03,?,,z,Other,,tdt+,13:09,15:00,0.91666667,VISl,,50,Gad2-IRES-Cre;Ai14-292659.04.02,3,,between 2nd and 3rd harp strin,-80,,Outside-Out,,,1,Fluorescence in Pipette,2.1,,11.3166667,,150,5.9,-63,9.6,"Training/Practice,Rig/Software Problems",170104,AiV2,1.0 [concentrated stock],0.5,253,,P6S4_170105_253_A01,P6S4_170105_253_A01,PSM010917.40,,,2,,1,1,0.5,fail,18,8,fail,,,,,,,,,,,,,,,,,,,x,,
170105,P6,6, Gad2-IRES-Cre;Ai14-292659.04.02.04,?,,z,Other,,tdt+,13:09,15:31,1.5,VISl,,26.9,Gad2-IRES-Cre;Ai14-292659.04.02,3,,"dorsal, lateral of last cell between 2nd and 3rd harp string",-80,,Entire-Cell,,,1,Fluorescence in Pipette,1.93333333,,8.81666667,,40,9.4,-62,11.4,"Cell Depolarized,Training/Practice,Rig/Software Problems",170104,AiV2,1.0 [concentrated stock],0.5,254,,P6S4_170105_254_A01,P6S4_170105_254_A01,PSM010917.41,,,105,,84,22,0.2,fail,18,176,fail,,,,,,,,,,,,,,,,,,,x,,
170105,P0,6,aCSF (bath) control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,,P0S4_170105_255_A01,P0S4_170105_255_A01,PSM010917.42,,,398.6,,293,106,0.26,CNT,18,848,cnt,,,,,,,,,,,,,,,,,,,x,,
170105,P0,,cortical tissue control,,,,,,,,11:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996,,P0S4_170105_996_A01,P0S4_170105_996_A01,PSM010917.43,,,365.8,,8,358,0.98,CNT,18,2864,cnt,,,,,,,,,,,,,,,,,,,x,,
170105,P0,,cortical tissue control,,,,,,,,15:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997,,P0S4_170105_997_A01,P0S4_170105_997_A01,PSM010917.44,,,263.5,,12,251,0.95,CNT,18,2008,cnt,,,,,,,,,,,,,,,,,,,x,,
170105,P0,,internal control,,,,,,,,16:10,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2,1.0 [concentrated stock],0.5,998,,P0S4_170105_998_A01,P0S4_170105_998_A01,PSM010917.45,,,692.4,,136,557,0.8,CNT,18,4456,cnt,,,,,,,,,,,,,,,,,,,x,,
170105,P0,,aCSF (slice carousel) control,,,,,,,,16:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,P0S4_170105_999_A01,P0S4_170105_999_A01,PSM010917.46,,,691.2,,588,103,0.15,CNT,18,824,cnt,,,,,,,,,,,,,,,,,,,x,,
170106,P1,5,Gad2-IRES-Cre;Ai14-292658.06.01.01,?,,y,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,10:28,10:38,0.716666667,dLGN,,46.8,Gad2-IRES-Cre;Ai14-292658.06.01,4,,most medial,83,,Outside-Out,,,1,Fluorescence in Pipette,2.433333333,,11.71666667,,10,5.5,-60,13,,170105,AiV2,1.0 [concentrated stock],0.5,1,EPhys_170103_02_B05_M,P1S4_170106_001_A01,P1S4_170106_001_A01,PSM010917.47,,,236.1,,155,81,0.34,fail,18,648,fail,,,,,,,,,BIOCYTIN_170110_02_B05,500315548,LGd,96,74,qc,http://lims2/focal_plane_image_series?id=564354172,,,,x,,
